Problem1,afl,0
Problem11,afl,20
Problem12,afl,15
Problem13,afl,17
Problem14,afl,24
Problem15,afl,42
Problem16,afl,12
Problem17,afl,41
Problem18,afl,8
Problem19,afl,1
Problem2,afl,0
Problem3,afl,0
Problem4,afl,0
Problem5,afl,0
Problem6,afl,0
Problem7,afl,0
Problem8,afl,0
Problem9,afl,0
